,institution_main,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff,publicflag,postsecondaryflag,yearsofcollegerequired,inststatus,postsecondaryprimary,activeflag,titleiveligible,admissionsmen,admissionswomen,admissionstotal,applicantsmen,applicantswomen,applicantstotal,enrolledmen,enrolledwomen,enrolledtotal,retentionrate_fulltime,retentionrate_parttime,studenttofacultyratio,associatesflag,bachelorsflag,mastersflag,phdresearchflag,phdproflag,predominantdemo_bachelors,predominantdemo_masters,predominantdemo_phd,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
45,Alma College,29,16,31,14,1,MI,1,2,2,2,32,2,59,69,71,20,71,108,0,0,43,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,9,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
46,Alpena Community College,0,0,0,0,0,MI,1,1,2,2,41,2,22,34,71,17,38,62,0,1,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,30,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
47,Alvernia University,9,30,48,21,0,PA,1,2,2,2,13,2,45,60,61,26,61,155,0,0,17,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,65,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
48,Alverno College,26,24,42,0,0,WI,1,2,2,2,11,2,22,40,43,20,43,144,0,0,30,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
49,Amberton University,14,3,1,0,0,TX,1,2,2,2,21,2,22,34,71,20,50,27,0,0,2,1,1,4,A,1,1,3,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
50,Ambria College of Nursing,2,1,1,3,0,IL,1,3,2,2,13,1,22,34,71,25,75,13,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,96,100,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
51,America Evangelical University,166,182,201,56,19,CA,1,2,2,2,11,1,22,34,71,20,50,8,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,93,94,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
52,American Academy of Acupuncture and Oriental Medicine,166,182,201,56,19,MN,1,3,2,2,21,1,22,34,71,20,50,10,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,90,90,13,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
53,American Academy of Art,0,0,0,20,0,IL,1,2,2,2,11,1,46,57,58,17,58,21,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,21,24,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
54,American Baptist College,3,0,0,0,0,TN,1,2,1,2,11,1,45,64,64,20,64,7,1,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,87,45,11,0.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
55,American Business and Technology University,166,182,201,56,19,MO,1,3,2,2,13,1,22,34,71,20,64,12,1,0,3,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
56,American College of Acupuncture and Oriental Med,2,0,2,2,2,TX,1,3,2,2,11,1,22,34,71,20,50,11,0,1,0,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,3,45,24,1.0,1,1,0,0,Asian,Hispanic,White,455,625,502,661,22,22,23,27,22,24
57,American College of Education,0,0,0,90,0,IN,1,3,2,2,11,3,22,34,71,20,50,143,0,0,87,1,1,-2,A,1,1,1,727,961,1688,728,962,1690,180,168,348,59,27,13,1.0,1,1,1,0,White,White,White,450,550,440,540,17,22,15,22,17,21
58,American College of Financial Services,2,2,11,3,0,PA,1,2,2,2,21,3,22,34,71,20,50,32,1,0,69,1,1,-2,A,1,1,1,3569,7868,11437,5149,10180,15329,327,669,996,82,50,12,1.0,1,1,1,1,White,White,White,530,620,530,630,21,27,21,27,20,27
59,American College of Healthcare Sciences,15,1,1,0,0,OR,1,3,2,2,11,1,22,34,71,20,67,21,0,0,4,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
60,American College of the Building Arts,9,0,0,0,0,SC,1,2,2,2,12,1,58,58,58,8,67,12,0,0,3,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,1,1,White,White,White,455,625,502,661,22,22,23,27,22,24
61,American Conservatory Theater,0,0,0,0,0,CA,1,2,2,2,11,1,22,34,71,20,50,11,2,0,1,1,1,-2,A,1,1,1,1528,1189,2717,2558,1881,4439,292,246,538,66,0,14,1.0,1,1,0,0,White,White,White,460,570,467,550,19,25,17,24,18,26
62,American Film Institute Conservatory,6,0,0,0,6,CA,1,2,2,2,11,1,22,34,71,20,50,46,0,0,20,1,1,-2,N,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
63,American Institute of Alternative Medicine,0,0,0,14,0,OH,1,3,2,2,11,1,22,34,71,20,47,30,0,0,4,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,45,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
64,American InterContinental University,0,0,0,0,0,AZ,1,3,2,2,41,4,11,11,11,20,17,349,0,0,119,1,1,-2,A,1,1,1,2,6,8,2,7,9,2,6,8,83,45,9,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
65,American InterContinental University-Atlanta,0,0,0,0,0,GA,1,3,2,2,12,2,38,38,38,20,33,14,0,0,12,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,54,45,15,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
66,American InterContinental University-Houston,0,0,0,0,0,TX,1,3,2,2,11,1,47,53,58,20,52,14,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,94,87,30,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
67,American International College,13,27,14,3,0,MA,1,2,2,2,12,2,32,42,44,20,44,238,0,0,41,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,76,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
68,American Islamic College,166,182,201,56,19,IL,1,2,2,2,11,1,0,0,0,20,0,4,0,0,1,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
69,American Jewish University,6,0,0,0,0,CA,1,2,2,2,11,1,33,33,33,20,33,21,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,78,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
70,American Medical Academy,0,0,0,6,0,FL,1,3,2,2,21,1,22,34,71,20,71,6,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,4,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
71,American Medical Sciences Center,166,182,201,56,19,CA,1,3,2,2,12,1,22,34,71,20,87,3,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,14,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
72,American Musical and Dramatic Academy,0,0,0,126,0,NY,1,2,2,2,11,2,62,64,64,20,71,259,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,100,6,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
73,American National University,0,0,0,0,0,VA,1,3,2,2,22,1,22,34,71,20,30,12,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,5,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
74,American National University-Pikeville,0,0,0,0,0,KY,1,3,2,2,41,1,22,34,71,20,25,7,0,0,0,1,1,-2,A,1,1,1,1497,2001,3498,2140,2559,4699,237,241,478,73,45,12,0.0,1,0,0,0,White,Asian,White,460,590,470,570,19,27,18,27,17,26
75,American Public University System,48,151,59,87,0,WV,1,3,2,2,31,5,27,35,38,20,48,825,0,0,82,1,1,-2,A,1,1,1,191,20,211,266,36,302,129,11,140,66,45,14,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
76,American Sentinel University,1,8,6,0,0,CO,1,3,2,2,11,2,0,0,0,100,0,54,0,0,30,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,81,10,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
77,American University,187,178,141,321,0,DC,1,2,2,2,11,4,74,78,79,20,79,1062,34,0,51,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
78,American University of Health Sciences,7,8,15,8,0,CA,1,3,2,2,21,1,38,38,38,20,38,47,3,0,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,18,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
79,AmeriTech College-Draper,0,0,0,0,0,UT,1,3,2,2,21,2,22,34,71,20,80,81,0,0,20,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,45,63,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
80,Amherst College,100,38,85,2,37,MA,1,2,2,2,21,2,85,93,95,2,95,268,0,0,30,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,45,63,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
81,Amridge University,13,8,6,3,0,AL,1,2,2,2,12,1,25,25,25,20,25,39,0,0,6,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,45,63,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
82,Anabaptist Mennonite Biblical Seminary,0,5,4,0,0,IN,1,2,2,2,13,1,22,34,71,20,50,9,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,69,45,63,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
83,Anderson University,21,39,69,25,9,SC,1,2,2,2,13,2,51,52,57,20,57,294,0,0,10,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,45,48,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
84,Anderson University,40,20,42,2,0,IN,1,2,2,2,13,2,55,63,64,23,64,128,0,0,11,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,45,48,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
85,Andrew College,1,8,16,1,0,GA,1,2,2,2,32,1,22,34,71,52,29,29,0,0,1,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,45,48,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
86,Andrews University,70,61,65,3,0,MI,1,2,2,2,31,2,36,55,61,22,61,231,0,0,48,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,70,45,48,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
87,Angeles College,3,1,0,4,0,CA,1,3,2,2,11,1,86,86,86,20,98,11,0,0,0,1,1,-2,N,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,42,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
88,Angelo State University,78,58,67,73,1,TX,1,1,2,2,12,4,31,39,43,32,43,339,0,0,44,1,1,-2,A,1,1,1,41,198,239,46,217,263,19,80,99,80,29,7,1.0,1,1,0,1,White,White,White,520,600,490,540,21,24,23,24,20,23
89,Anna Maria College,3,8,28,3,0,MA,1,2,2,2,41,2,43,49,50,37,50,90,0,0,10,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,56,16,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
90,Antelope Valley College,46,67,0,18,0,CA,1,1,2,2,21,4,22,34,71,4,27,375,0,0,35,1,1,-2,A,1,1,1,589,1241,1241,0,1838,1838,814,274,274,83,45,11,0.0,1,1,0,0,White,Black,White,455,625,502,661,22,22,23,27,22,24
91,Antioch College,0,7,9,0,0,OH,1,2,2,2,31,1,59,63,66,17,66,16,0,0,9,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,58,37,17,1.0,1,1,0,0,Hispanic,Hispanic,White,455,625,502,661,22,22,23,27,22,24
92,Antioch College AG,166,182,201,56,19,VA,1,2,2,2,12,1,100,100,100,20,67,4,0,0,1,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
93,Antioch University Online,0,0,0,0,0,OH,1,2,2,2,41,1,22,34,71,20,50,19,0,0,4,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,53,34,11,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
94,Antioch University-Los Angeles,0,0,0,0,0,CA,1,2,2,2,21,1,22,34,71,20,50,67,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,52,34,15,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
95,Antioch University-Midwest,166,182,201,56,19,OH,1,2,2,2,41,1,22,34,71,20,50,-149,-5,74,60,0,2,-2,A,1,1,3,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,1,0,White,White,White,455,625,502,661,22,22,23,27,22,24
96,Antioch University-New England,0,0,0,0,0,NH,1,2,2,2,32,1,22,34,71,20,50,81,0,0,2,1,1,-2,A,1,1,1,2947,5888,8835,3394,6461,9855,676,988,1664,54,33,18,0.0,1,1,1,0,Black,Black,Black,430,520,410,500,15,20,14,20,15,18
97,Antioch University-PhD Program in Leadership and Change,166,182,201,56,19,OH,1,2,2,2,41,1,22,34,71,20,50,10,0,0,1,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,0,0,1,White,Asian,White,455,625,502,661,22,22,23,27,22,24
98,Antioch University-Santa Barbara,0,0,0,0,0,CA,1,2,2,2,13,1,22,34,71,20,50,23,0,0,3,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,88,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
99,Antioch University-Seattle,0,0,0,0,0,WA,1,2,2,2,11,1,22,34,71,20,50,80,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,6,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
100,AOMA Graduate School of Integrative Medicine,8,0,0,1,0,TX,1,3,2,2,11,1,22,34,71,20,50,14,0,0,4,1,1,-2,A,1,1,1,2188,4724,6948,2226,4763,7027,347,628,975,62,5,15,0.0,1,1,1,1,Black,Black,Black,438,531,406,518,14,20,14,20,14,20
101,Appalachian Bible College,4,1,5,3,0,WV,1,2,2,2,41,1,52,57,57,20,44,19,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,50,14,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
102,Appalachian College of Pharmacy,1,4,17,0,0,VA,1,2,2,2,43,1,22,34,71,20,50,22,1,0,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,44,45,25,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
103,Appalachian School of Law,2,2,8,0,0,VA,1,2,2,2,43,1,22,34,71,20,50,20,0,0,10,1,1,-2,A,1,1,2,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
104,Appalachian State University,331,227,225,13,220,NC,1,1,2,2,32,5,54,70,73,19,73,1159,2,0,151,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,67,0,6,1.0,1,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
105,Aquinas College,25,32,20,8,0,MI,1,2,2,2,12,2,39,60,64,25,65,119,0,0,24,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,71,45,16,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
106,Aquinas Institute of Theology,3,2,5,0,0,MO,1,2,2,2,11,1,22,34,71,20,50,15,0,0,5,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,45,5,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
107,Arapahoe Community College,109,0,0,0,0,CO,1,1,2,2,21,4,22,34,71,22,26,235,0,0,58,1,1,-2,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
108,Arcadia University,28,51,68,14,0,PA,1,2,2,2,21,2,60,64,65,27,65,286,1,0,40,1,1,-2,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
109,Arizona Christian University,2,9,12,2,0,AZ,1,2,2,2,21,1,38,44,44,29,44,46,0,0,0,1,1,-2,A,1,1,5,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
110,Arizona College of Nursing-Fort Lauderdale,166,182,201,56,19,FL,1,3,2,2,12,1,22,34,71,20,50,3,0,0,3,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
111,Arizona College of Nursing-Las Vegas,0,0,0,0,0,NV,1,3,2,2,11,1,22,34,71,20,50,26,0,0,7,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
112,Arizona College of Nursing-Phoenix,166,182,201,56,19,AZ,1,3,2,2,11,1,22,34,71,20,50,2,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
113,Arizona College of Nursing-Tampa,166,182,201,56,19,FL,1,3,2,2,11,1,22,34,71,20,50,3,0,0,3,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
114,Arizona College of Nursing-Tempe,0,0,0,0,0,AZ,1,3,2,2,12,1,22,34,71,20,50,34,0,0,12,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
115,Arizona College of Nursing-Tucson,0,0,0,0,0,AZ,1,3,2,2,11,1,22,34,71,20,50,5,0,0,4,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,100,45,11,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
116,Arizona College-Dallas,0,0,0,0,0,TX,1,3,2,2,11,1,22,34,71,20,50,7,0,0,9,1,1,-2,A,1,1,1,105,283,388,127,301,428,8,16,24,56,75,8,1.0,1,1,0,1,White,White,White,455,625,502,661,22,22,23,27,22,24
117,Arizona School of Acupuncture and Oriental Medicine,166,182,201,56,19,AZ,1,3,2,2,11,1,22,34,71,20,50,12,0,0,2,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,81,100,12,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
118,Arizona State University Campus Immersion,825,754,684,352,559,AZ,1,1,2,2,12,5,51,63,66,21,66,3552,157,7,265,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,76,45,35,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
119,Arizona State University Digital Immersion,188,209,156,174,275,AZ,1,1,2,2,11,5,8,22,24,29,24,1173,9,0,103,1,1,-2,A,1,1,1,366,907,1273,481,1212,1693,46,71,117,85,45,7,0.0,1,1,0,1,White,White,White,550,640,580,660,25,31,23,27,22,24
120,Arizona State University-Downtown Phoenix,166,182,201,56,19,AZ,1,1,2,2,11,-2,22,34,71,20,50,-149,-5,74,60,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,1,White,White,White,455,625,502,661,22,22,23,27,22,24
121,Arizona State University-Polytechnic,166,182,201,56,19,AZ,1,1,2,2,11,-2,22,34,71,20,50,-149,-5,74,60,1,1,3,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,1,1,White,White,White,455,625,502,661,22,22,23,27,22,24
122,Arizona State University-West,166,182,201,56,19,AZ,1,1,2,2,11,-2,22,34,71,20,50,-149,-5,74,60,1,1,-2,A,1,1,1,1592,3983,5590,2221,5399,7655,471,972,1443,74,22,19,1.0,1,1,0,0,Black,Black,White,380,460,360,440,15,18,13,17,15,17
123,Arkansas Baptist College,1,0,0,9,0,AR,1,2,1,2,12,1,0,0,0,28,12,16,0,0,15,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,64,39,14,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
124,Arkansas Colleges of Health Education,5,11,20,2,0,AR,1,2,2,2,41,1,22,34,71,20,50,41,1,0,14,1,1,4,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,1,1,White,White,White,455,625,502,661,22,22,23,27,22,24
125,Arkansas State University,110,125,162,136,0,AR,1,1,2,2,13,4,37,48,51,26,53,598,0,0,51,1,1,-2,A,1,1,1,579,800,1379,741,956,1697,70,108,178,72,45,14,1.0,1,1,0,0,White,Black,White,455,625,502,661,22,22,23,27,22,24
126,Arkansas Tech University,77,76,100,43,0,AR,1,1,2,2,33,4,27,38,41,22,44,441,0,0,40,1,1,-2,A,1,1,1,2,35,37,3,44,47,2,33,35,100,0,12,1.0,1,1,1,0,Hispanic,Hispanic,Hispanic,455,625,502,661,22,22,23,27,22,24
127,Arlington Baptist University,0,0,0,5,0,TX,1,2,2,2,11,1,9,21,21,32,21,9,0,0,0,1,1,-2,A,1,1,1,30,142,172,39,176,215,23,103,126,85,45,18,0.0,1,1,1,0,Hispanic,Hispanic,Hispanic,455,625,502,661,22,22,23,27,22,24
128,Art Academy of Cincinnati,2,4,5,0,0,OH,1,2,2,2,11,1,42,48,48,20,48,24,0,1,2,1,1,-2,A,1,1,1,1615,2793,4408,2121,3248,5369,164,196,360,73,45,12,0.0,1,1,0,0,White,White,White,455,625,502,661,22,22,23,27,22,24
129,Art Center College of Design,49,66,11,2,0,CA,1,2,2,2,12,2,33,64,71,20,71,246,0,0,0,1,1,-2,A,1,1,1,690,1892,2582,1943,4903,6846,132,269,401,74,33,16,1.0,1,1,0,1,Black,Black,White,410,500,390,460,16,25,14,25,16,25
130,ASA College,0,8,38,115,0,NY,1,3,2,2,11,2,22,34,71,7,29,247,0,0,31,1,1,-2,N,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,11,0.0,0,1,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
131,Asbury Theological Seminary,34,9,2,0,0,KY,1,2,2,2,31,2,22,34,71,20,50,45,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,55,45,23,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
132,Asbury University,31,27,30,0,0,KY,1,2,2,2,31,2,53,61,63,20,64,121,0,0,7,1,1,-2,A,1,1,1,719,436,1155,1240,949,2189,152,73,225,48,45,14,1.0,1,1,0,0,White,White,White,430,530,420,520,17,22,15,21,16,21
133,Ashford University,28,44,39,8,0,CA,1,3,2,2,11,5,1,7,8,16,8,788,0,0,156,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,36,13,6,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
134,Ashland University,46,44,41,43,0,OH,1,2,2,2,31,2,52,61,62,27,62,288,0,0,161,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,80,45,12,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
135,Aspen University,0,0,0,34,0,CO,1,3,2,2,11,3,22,34,71,20,50,148,0,0,137,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,17,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
136,Associated Beth Rivkah Schools,166,182,201,56,19,NY,1,2,2,2,11,1,22,34,71,20,90,13,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,68,51,20,1.0,0,0,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
137,Assumption University,27,44,39,8,0,MA,1,2,2,2,12,2,70,73,73,20,73,189,0,0,5,1,1,-2,A,1,1,1,1178,1548,2726,1883,2369,4252,175,184,359,67,45,11,0.0,1,1,1,0,White,White,White,480,600,490,600,21,27,19,26,19,26
138,Athenaeum of Ohio,1,3,2,0,0,OH,1,2,2,2,11,1,22,34,71,20,50,13,0,0,0,1,1,-2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,89,45,20,0.0,-2,-2,-2,-2,White,Asian,White,455,625,502,661,22,22,23,27,22,24
139,Athens State University,26,24,31,3,0,AL,1,1,2,2,31,2,22,34,71,20,50,113,0,0,26,1,1,2,A,1,1,1,589,-347,3247,2466,-1958,4481,814,17,1515,82,45,15,0.0,0,1,0,0,White,Asian,White,455,625,502,661,22,22,23,27,22,24
