institution,sat25thperreading,sat75thperreading,sat25thpermath,sat75thpermath,act25thpercomp,act75thpercomp,act25thpereng,act75thpereng,act25thpermath,act75thpermath
Chandler-Gilbert Community College,455,625,502,661,22,22,23,27,22,24
Chapman University,590,670,580,680,25,30,25,33,24,29
Charles A Jones Career and Education Center,455,625,502,661,22,22,23,27,22,24
Charles and Sues School of Hair Design,455,625,502,661,22,22,23,27,22,24
Charles H McCann Technical School,455,625,502,661,22,22,23,27,22,24
Charles of Italy Beauty College,455,625,502,661,22,22,23,27,22,24
Charles R Drew University of Medicine and Science,455,625,502,661,22,22,23,27,22,24
Charles Stuart School of Diamond Setting,455,625,502,661,22,22,23,27,22,24
Charleston Cosmetology Institute,455,625,502,661,22,22,23,27,22,24
Charleston School of Beauty Culture,455,625,502,661,22,22,23,27,22,24
Charleston School of Law,455,625,502,661,22,22,23,27,22,24
Charleston Southern University,500,600,490,570,19,24,19,24,17,24
Charlie's Guard-Detective Bureau and Academy Inc,455,625,502,661,22,22,23,27,22,24
Charlotte Christian College and Theological Seminary,455,625,502,661,22,22,23,27,22,24
Charlotte Technical College,455,625,502,661,22,22,23,27,22,24
Charter Oak State College,455,625,502,661,22,22,23,27,22,24
Charzanne Beauty College,455,625,502,661,22,22,23,27,22,24
Chatfield College,455,625,502,661,22,22,23,27,22,24
Chatham University,455,625,502,661,22,22,23,27,22,24
Chattahoochee Technical College,455,625,502,661,22,22,23,27,22,24
Clark College,455,625,502,661,22,22,23,27,22,24
Chattahoochee Valley Community College,455,625,502,661,22,22,23,27,22,24
Chattanooga College Medical Dental and Technical Careers,455,625,502,661,22,22,23,27,22,24
Chattanooga State Community College,455,625,502,661,22,22,23,27,22,24
Cheeks Beauty Academy,455,625,502,661,22,22,23,27,22,24
Cheeks Beauty Academy,455,625,502,661,22,22,23,27,22,24
Cheeks Beauty Academy,455,625,502,661,22,22,23,27,22,24
Cheeks Beauty Academy,455,625,502,661,22,22,23,27,22,24
Cheeks Beauty Academy,455,625,502,661,22,22,23,27,22,24
Cheeks Beauty Academy,455,625,502,661,22,22,23,27,22,24
Cheeks Beauty Academy,455,625,502,661,22,22,23,27,22,24
Cheeks Beauty Academy,455,625,502,661,22,22,23,27,22,24
Chemeketa Community College,455,625,502,661,22,22,23,27,22,24
Chesapeake College,455,625,502,661,22,22,23,27,22,24
Chester Career College,455,625,502,661,22,22,23,27,22,24
Chester County Intermediate Unit,455,625,502,661,22,22,23,27,22,24
Chestnut Hill College,460,550,440,540,22,22,23,27,22,24
Coba Academy,455,625,502,661,22,22,23,27,22,24
Cheyney University of Pennsylvania,455,625,502,661,22,22,23,27,22,24
CHI Health School of Radiologic Technology,455,625,502,661,22,22,23,27,22,24
Chicago Professional Center,455,625,502,661,22,22,23,27,22,24
Chicago School of Professional Psychology - College of Nursing,455,625,502,661,22,22,23,27,22,24
Chicago School of Professional Psychology at Dallas,455,625,502,661,22,22,23,27,22,24
Chicago State University,420,510,330,453,15,19,16,20,16,18
Chicago Theological Seminary,455,625,502,661,22,22,23,27,22,24
Chief Dull Knife College,455,625,502,661,22,22,23,27,22,24
Chipola College,455,625,502,661,22,22,23,27,22,24
Chippewa Valley Technical College,455,625,502,661,22,22,23,27,22,24
Chisholm Trail Technology Center,455,625,502,661,22,22,23,27,22,24
Choffin Career  and Technical Center,455,625,502,661,22,22,23,27,22,24
Chowan University,400,500,390,500,14,17,12,18,15,18
Chris Beauty College,455,625,502,661,22,22,23,27,22,24
Christ Mission College,455,625,502,661,22,22,23,27,22,24
Christ the King Seminary,455,625,502,661,22,22,23,27,22,24
Christian Brothers University,455,625,502,661,21,27,22,29,20,26
Christian Culinary Academy,455,625,502,661,22,22,23,27,22,24
Christian Theological Seminary,455,625,502,661,22,22,23,27,22,24
Christie's Education,455,625,502,661,22,22,23,27,22,24
Christina and Company Education Center,455,625,502,661,22,22,23,27,22,24
Christine Valmy International School for Esthetics  Skin Care & Makeup,455,625,502,661,22,22,23,27,22,24
Christine Valmy International School of Esthetics & Cosmetology,455,625,502,661,22,22,23,27,22,24
Christopher Newport University,455,625,502,661,22,22,23,27,22,24
Church Divinity School of the Pacific,455,625,502,661,22,22,23,27,22,24
Cincinnati College of Mortuary Science,455,625,502,661,22,22,23,27,22,24
Cincinnati School of Barbering & Hair Design,455,625,502,661,22,22,23,27,22,24
Cincinnati State Technical and Community College,455,625,502,661,22,22,23,27,22,24
Cinta Aveda Institute,455,625,502,661,22,22,23,27,22,24
Circle in the Square Theatre School,455,625,502,661,22,22,23,27,22,24
Cisco College,455,625,502,661,22,22,23,27,22,24
Citadel Military College of South Carolina,520,610,510,600,21,26,20,25,19,25
Citizens School of Nursing,455,625,502,661,22,22,23,27,22,24
Citrus College,455,625,502,661,22,22,23,27,22,24
Citrus Heights Beauty College,455,625,502,661,22,22,23,27,22,24
City College of San Francisco,455,625,502,661,22,22,23,27,22,24
City College-Altamonte Springs,455,625,502,661,22,22,23,27,22,24
City College-Fort Lauderdale,455,625,502,661,22,22,23,27,22,24
City College-Gainesville,455,625,502,661,22,22,23,27,22,24
City College-Hollywood,455,625,502,661,22,22,23,27,22,24
City College-Miami,455,625,502,661,22,22,23,27,22,24
College of Marin,455,625,502,661,22,22,23,27,22,24
City Colleges of Chicago-District Office,455,625,502,661,22,22,23,27,22,24
City Colleges of Chicago-Harold Washington College,455,625,502,661,22,22,23,27,22,24
City Colleges of Chicago-Harry S Truman College,455,625,502,661,22,22,23,27,22,24
City Colleges of Chicago-Kennedy-King College,455,625,502,661,22,22,23,27,22,24
City Colleges of Chicago-Malcolm X College,455,625,502,661,22,22,23,27,22,24
City Colleges of Chicago-Olive-Harvey College,455,625,502,661,22,22,23,27,22,24
City Colleges of Chicago-Richard J Daley College,455,625,502,661,22,22,23,27,22,24
City Colleges of Chicago-Wilbur Wright College,455,625,502,661,22,22,23,27,22,24
City Pointe Beauty Academy,455,625,502,661,22,22,23,27,22,24
City University of Seattle,455,625,502,661,22,22,23,27,22,24
City Vision University,455,625,502,661,22,22,23,27,22,24
Clackamas Community College,455,625,502,661,22,22,23,27,22,24
Claflin University,420,520,420,520,16,18,15,18,15,19
Claremont Graduate University,455,625,502,661,22,22,23,27,22,24
Claremont Lincoln University,455,625,502,661,22,22,23,27,22,24
Claremont McKenna College,660,730,670,770,31,34,33,35,28,33
Claremont School of Theology,455,625,502,661,22,22,23,27,22,24
Clarendon College,455,625,502,661,22,22,23,27,22,24
Clarion University of Pennsylvania,455,625,502,661,22,22,23,27,22,24
Clark Atlanta University,450,530,430,510,17,20,23,27,22,24
Clark State Community College,455,625,502,661,22,22,23,27,22,24
Clark University,580,680,570,670,27,32,26,34,23,29
Clarke University,458,563,460,563,19,25,17,24,18,25
Clarks Summit University,455,625,502,661,22,22,23,27,22,24
Clarksburg Beauty Academy and School of Massage Therapy,455,625,502,661,22,22,23,27,22,24
Clarkson College,455,625,502,661,22,22,23,27,22,24
Clarkson University,560,660,590,690,24,30,22,29,25,30
Clary Sage College,455,625,502,661,22,22,23,27,22,24
Clatsop Community College,455,625,502,661,22,22,23,27,22,24
Clayton  State University,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Clear Creek Baptist Bible College,455,625,502,661,22,22,23,27,22,24
Clearfield County Career and Technology Center,455,625,502,661,22,22,23,27,22,24
Cleary University,455,625,502,661,22,22,23,27,22,24
Clemson University,610,690,600,700,27,32,26,34,25,30
Cleveland Clinic Health System-School of Diagnostic Imaging,455,625,502,661,22,22,23,27,22,24
Cleveland Community College,455,625,502,661,22,22,23,27,22,24
Cleveland Institute of Art,560,680,510,620,19,27,19,29,17,25
Cleveland Institute of Music,455,625,502,661,22,22,23,27,22,24
Cleveland State Community College,455,625,502,661,22,22,23,27,22,24
Cleveland State University,470,590,470,580,18,25,19,27,21,26
Cleveland University-Kansas City,455,625,502,661,22,22,23,27,22,24
Clinton College,455,625,502,661,22,22,23,27,22,24
Clinton Community College,455,625,502,661,22,22,23,27,22,24
Clinton Essex Warren Washington BOCES,455,625,502,661,22,22,23,27,22,24
Clinton Technical School,455,625,502,661,22,22,23,27,22,24
Cloud County Community College,455,625,502,661,22,22,23,27,22,24
Clover Park Technical College,455,625,502,661,22,22,23,27,22,24
Clovis Adult Education,455,625,502,661,22,22,23,27,22,24
Clovis Community College,455,625,502,661,22,22,23,27,22,24
Clovis Community College,455,625,502,661,22,22,23,27,22,24
Clovis Community College,455,625,502,661,22,22,23,27,22,24
Clovis Community College,455,625,502,661,22,22,23,27,22,24
Clovis Community College,455,625,502,661,22,22,23,27,22,24
Clovis Community College,455,625,502,661,22,22,23,27,22,24
Clovis Community College,455,625,502,661,22,22,23,27,22,24
Clovis Community College,455,625,502,661,22,22,23,27,22,24
Cloyd's Barber School 2 Inc,455,625,502,661,22,22,23,27,22,24
Cloyd's Beauty School 1 Inc,455,625,502,661,22,22,23,27,22,24
Cloyd's Beauty School 3 Inc,455,625,502,661,22,22,23,27,22,24
Coachella Valley Beauty College,455,625,502,661,22,22,23,27,22,24
Coachella Valley Beauty College-Hemet,455,625,502,661,22,22,23,27,22,24
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Columbia College,450,550,370,500,17,20,14,18,16,17
Coahoma Community College,455,625,502,661,22,22,23,27,22,24
Coast Community College District Office,455,625,502,661,22,22,23,27,22,24
Coastal Alabama Community College,455,625,502,661,22,22,23,27,22,24
Coastal Bend College,455,625,502,661,22,22,23,27,22,24
Coastal Carolina Community College,455,625,502,661,22,22,23,27,22,24
Coastal Carolina University,510,600,510,580,19,25,18,24,17,24
Coastal Pines Technical College,455,625,502,661,22,22,23,27,22,24
Coastline Beauty College,455,625,502,661,22,22,23,27,22,24
Coastline Beauty College - Hemet,455,625,502,661,22,22,23,27,22,24
Coastline Community College,455,625,502,661,22,22,23,27,22,24
Cochise County Community College District,455,625,502,661,22,22,23,27,22,24
Cochran School of Nursing,455,625,502,661,22,22,23,27,22,24
Coconino Community College,455,625,502,661,22,22,23,27,22,24
Coe College,455,625,502,661,22,22,23,27,22,24
Coffeyville Community College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Cogswell University of Silicon Valley,455,625,502,661,22,22,23,27,22,24
Coker University,470,560,450,550,16,21,15,20,16,20
Colby College,680,740,700,780,31,34,32,35,27,32
Colby Community College,455,625,502,661,22,22,23,27,22,24
Colby-Sawyer College,455,625,502,661,22,22,23,27,22,24
College of Biblical Studies-Houston,455,625,502,661,22,22,23,27,22,24
Colegio de Cinematografía Artes y Television,455,625,502,661,22,22,23,27,22,24
Colegio Educativo Tecnologico Industrial Inc,455,625,502,661,22,22,23,27,22,24
Colegio Mayor de Tecnologia Inc,455,625,502,661,22,22,23,27,22,24
Colegio Tecnico de Electricidad Galloza,455,625,502,661,22,22,23,27,22,24
Colegio Universitario de San Juan,455,625,502,661,22,22,23,27,22,24
Colgate Rochester Crozer Divinity School,455,625,502,661,22,22,23,27,22,24
Colgate University,650,720,650,750,30,33,31,35,27,32
Collectiv Academy,455,625,502,661,22,22,23,27,22,24
Colleen O'Haras Beauty Academy,455,625,502,661,22,22,23,27,22,24
College for Creative Studies,455,625,502,661,22,22,23,27,22,24
College of Alameda,455,625,502,661,22,22,23,27,22,24
College of Business and Technology-Cutler Bay,455,625,502,661,22,22,23,27,22,24
College of Business and Technology-Hialeah,455,625,502,661,22,22,23,27,22,24
College of Business and Technology-Main Campus,455,625,502,661,22,22,23,27,22,24
College of Central Florida,455,625,502,661,22,22,23,27,22,24
College of Charleston,550,640,520,600,21,28,21,29,19,26
College of Coastal Georgia,460,570,440,530,16,22,15,21,16,21
College of Cosmetology,455,625,502,661,22,22,23,27,22,24
College of Court Reporting Inc,455,625,502,661,22,22,23,27,22,24
College of DuPage,455,625,502,661,22,22,23,27,22,24
College of Eastern Idaho,455,625,502,661,22,22,23,27,22,24
College of Hair Design Careers,455,625,502,661,22,22,23,27,22,24
College of Hair Design-Downtown,455,625,502,661,22,22,23,27,22,24
College of Hair Design-East Campus,455,625,502,661,22,22,23,27,22,24
College of Health Care Professions (The),455,625,502,661,22,22,23,27,22,24
College of International Esthetics Inc,455,625,502,661,22,22,23,27,22,24
College of Lake County,455,625,502,661,22,22,23,27,22,24
College of Massage Therapy,455,625,502,661,22,22,23,27,22,24
College of Menominee Nation,455,625,502,661,22,22,23,27,22,24
College of Micronesia-FSM,455,625,502,661,22,22,23,27,22,24
College of Mount Saint Vincent,460,550,450,540,17,22,15,21,15,23
College of Our Lady of the Elms,500,590,500,580,21,24,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
Columbia College,455,625,502,661,22,22,23,27,22,24
