institution,professors,associateprof,assistantprof,instructors,lecturers,state,instlevel,instcontrol,hbcuflag,tribalflag,degofurbanization,instsize,gradrate4yrs,gradrate5yrs,gradrate6yrs,transferrate,gradrate,instructionalstaff,researchstaff,publicservicestaff,academicaffairstaff
University of Texas Health Science Center at Tyler,12,16,20,3,0,TX,1,1,2,2,12,1,22,34,71,20,50,75,35,0,0
University of Texas Southwestern Medical Center,410,425,1027,43,0,TX,1,1,2,2,11,2,22,34,71,20,50,1991,3,446,49
University of the Cumberlands,59,99,76,8,0,KY,1,2,2,2,33,4,29,39,40,34,40,474,0,0,66
University of the District of Columbia,45,76,72,16,0,DC,1,1,1,2,11,2,21,37,42,22,23,346,10,7,79
University of the District of Columbia-David A Clarke School of Law,16,5,2,0,0,DC,1,1,1,2,11,1,22,34,71,20,50,30,0,0,4
University of the Incarnate Word,88,109,108,34,1,TX,1,2,2,2,11,3,33,50,56,26,56,473,0,0,20
University of the Ozarks,15,5,19,9,0,AR,1,2,2,2,33,1,33,46,47,20,47,52,0,0,21
University of the Pacific,143,123,117,10,16,CA,1,2,2,2,11,3,45,59,66,20,70,534,0,0,7
University of the People,166,182,201,56,19,CA,1,2,2,2,12,5,16,22,22,1,23,0,0,0,7
University of the Potomac-VA Campus,166,182,201,56,19,VA,1,3,2,2,21,1,0,0,100,20,100,1,0,0,0
University of the Potomac-Washington DC Campus,0,0,0,1,0,DC,1,3,2,2,11,1,0,0,43,20,43,0,0,0,0
University of the Sciences,29,43,70,10,4,PA,1,2,2,2,11,2,71,79,81,20,81,185,16,0,87
University of the Southwest,2,6,17,6,1,NM,1,2,2,2,41,1,13,26,26,20,26,37,0,0,20
University of the West,4,2,7,2,0,CA,1,2,2,2,21,1,10,28,28,10,28,30,0,0,10
University of Toledo,216,166,143,25,155,OH,1,1,2,2,11,4,31,50,53,20,53,800,80,230,122
University of Tulsa,99,94,99,17,0,OK,1,2,2,2,11,2,56,72,73,20,73,354,0,0,88
University of Utah,770,556,567,24,291,UT,1,1,2,2,12,5,34,57,67,20,67,2377,1006,947,423
University of Valley Forge,6,6,10,0,0,PA,1,2,2,2,21,1,38,44,45,30,45,41,1,0,0
University of Vermont,257,208,107,15,146,VT,1,1,2,2,13,4,64,75,76,20,76,1020,152,11,316
University of Virginia-Main Campus,821,776,746,41,100,VA,1,1,2,2,23,5,89,94,94,3,94,2527,338,0,135
University of Washington-Bothell Campus,40,92,72,0,7,WA,1,1,2,2,21,3,42,60,63,20,63,247,18,0,94
University of Washington-Seattle Campus,1553,1218,1229,326,393,WA,1,1,2,2,11,5,67,80,82,20,82,5102,3251,0,922
University of West Alabama,26,32,33,19,4,AL,1,1,2,2,43,3,32,39,42,40,40,163,1,11,30
University of West Georgia,124,109,115,59,78,GA,1,1,2,2,31,4,22,40,44,35,44,530,0,0,144
University of West Los Angeles,8,0,0,0,0,CA,1,3,2,2,21,1,22,34,71,20,50,19,1,0,1
University of Western States,3,16,17,0,0,OR,1,2,2,2,11,2,22,34,71,20,50,52,0,0,45
University of Wisconsin-Eau Claire,150,99,107,9,74,WI,1,1,2,2,13,4,39,62,65,20,65,482,2,0,11
University of Wisconsin-Green Bay,40,88,48,1,68,WI,1,1,2,2,12,3,40,54,57,20,57,282,1,0,14
University of Wisconsin-La Crosse,101,129,133,0,118,WI,1,1,2,2,13,4,44,68,71,20,71,510,0,0,18
University of Wisconsin-Madison,1507,803,1102,174,130,WI,1,1,2,2,11,5,66,86,88,20,88,4088,1212,92,142
University of Wisconsin-Milwaukee,260,362,155,24,196,WI,1,1,2,2,11,5,21,40,46,20,46,1184,75,0,24
University of Wisconsin-Milwaukee Flex,166,182,201,56,19,WI,1,1,2,2,11,1,22,34,71,20,50,12,1,0,0
University of Wisconsin-Oshkosh,123,122,55,0,96,WI,1,1,2,2,13,4,24,50,56,20,56,460,0,0,29
University of Wisconsin-Parkside,26,58,39,0,40,WI,1,1,2,2,22,2,15,33,39,20,39,192,0,0,5
University of Wisconsin-Parkside Flex,166,182,201,56,19,WI,1,1,2,2,22,1,22,34,71,20,50,2,0,0,0
University of Wisconsin-Platteville,88,69,72,0,67,WI,1,1,2,2,32,3,26,50,56,20,56,319,1,0,14
University of Wisconsin-River Falls,97,34,63,0,23,WI,1,1,2,2,32,3,37,55,58,20,58,255,0,0,12
University of Wisconsin-Stevens Point,124,90,71,2,39,WI,1,1,2,2,32,3,34,55,59,20,59,355,3,0,19
University of Wisconsin-Stout,108,54,90,0,64,WI,1,1,2,2,32,3,30,55,60,20,60,357,0,0,20
University of Wisconsin-Superior,29,28,25,1,29,WI,1,1,2,2,22,2,29,40,43,20,43,123,2,0,7
University of Wisconsin-Whitewater,104,151,107,0,109,WI,1,1,2,2,32,4,38,59,62,20,62,508,1,0,6
University of Wyoming,197,185,149,19,169,WY,1,1,2,2,33,4,33,54,59,24,59,721,186,101,148
Upper Iowa University,11,23,18,0,9,IA,1,2,2,2,43,2,24,25,25,0,27,178,0,0,0
Upstate Medical University,121,142,326,20,0,NY,1,1,2,2,12,2,22,34,71,20,50,685,0,1,4
Urshan College,166,182,201,56,19,MO,1,2,2,2,21,1,15,15,15,20,12,14,0,0,0
Urshan Graduate School of Theology,166,182,201,56,19,MO,1,2,2,2,21,1,22,34,71,20,50,6,0,0,0
Ursinus College,25,41,41,20,0,PA,1,2,2,2,21,2,71,73,74,20,74,140,0,0,17
Ursuline College,13,13,21,13,0,OH,1,2,2,2,21,2,29,35,36,49,36,89,0,0,2
Uta Mesivta of Kiryas Joel,12,0,0,88,56,NY,1,2,2,2,21,2,0,79,79,7,79,170,0,0,0
Utah State University,266,267,341,38,137,UT,1,1,2,2,13,5,21,38,48,20,50,1060,25,66,88
Utah Valley University,123,264,212,0,154,UT,1,1,2,2,13,5,13,22,29,21,32,994,0,84,346
Utica College,37,47,43,0,0,NY,1,2,2,2,13,2,40,52,54,26,54,250,0,0,37
Valdosta State University,126,104,79,33,70,GA,1,1,2,2,13,4,20,37,40,42,40,474,0,0,74
Valencia College,0,0,0,0,0,FL,1,1,2,2,11,5,22,34,71,12,44,1096,0,0,244
Valley City State University,12,19,37,0,0,ND,1,1,2,2,33,2,25,43,45,27,45,87,0,0,5
Valley College-Martinsburg,0,0,0,0,0,WV,1,3,2,2,22,1,22,34,71,3,71,3,0,0,11
Valparaiso University,57,93,76,2,14,IN,1,2,2,2,21,2,56,65,65,20,65,274,0,0,0
Vanderbilt University,483,275,280,40,160,TN,1,2,2,2,11,4,88,92,93,20,93,1341,380,0,267
VanderCook College of Music,4,4,2,0,0,IL,1,2,2,2,11,1,52,60,72,20,72,22,0,0,6
Vanguard University of Southern California,29,18,33,2,0,CA,1,2,2,2,12,2,58,62,63,20,63,142,0,0,0
Vassar College,95,69,53,0,13,NY,1,2,2,2,21,2,82,87,88,8,88,310,0,0,30
Vaughn College of Aeronautics and Technology,8,9,15,4,0,NY,1,2,2,2,11,2,30,40,41,20,38,79,0,0,39
Veritas Baptist College,5,1,0,1,0,IN,1,2,2,2,41,1,33,33,33,20,25,14,0,0,4
Vermont College of Fine Arts,166,182,201,56,19,VT,1,2,2,2,32,1,22,34,71,20,50,44,0,0,0
Vermont Law School,24,5,22,0,0,VT,1,2,2,2,43,1,22,34,71,20,50,62,2,1,28
Vermont Technical College,30,14,32,0,0,VT,1,1,2,2,43,2,24,37,38,13,64,118,0,0,16
Villa Maria College,6,8,8,4,0,NY,1,2,2,2,13,1,23,29,31,20,30,50,0,0,19
Villanova University,219,211,211,79,0,PA,1,2,2,2,21,4,89,91,92,6,92,853,12,0,5
Vincennes University,27,46,73,34,0,IN,1,1,2,2,33,4,4,4,4,25,28,386,0,0,31
Virginia Beach Theological Seminary,166,182,201,56,19,VA,1,2,2,2,11,1,22,34,71,20,50,6,0,0,0
Virginia Commonwealth University,461,667,901,152,0,VA,1,1,2,2,12,5,44,62,66,21,66,2420,282,43,169
Virginia Military Institute,61,26,48,4,3,VA,1,1,2,2,32,2,76,83,85,12,85,157,0,0,8
Virginia Polytechnic Institute and State University,597,550,623,295,2,VA,1,1,2,2,13,5,65,83,86,20,86,2186,651,167,69
Virginia State University,61,85,85,41,0,VA,1,1,1,2,21,2,28,42,46,20,46,322,12,31,53
Virginia University of Integrative Medicine,2,0,0,0,0,VA,1,2,2,2,21,1,22,34,71,20,50,12,0,0,6
Virginia Wesleyan University,43,25,17,4,0,VA,1,2,2,2,11,2,46,50,50,40,50,104,0,0,34
Visible Music College,4,2,2,1,0,TN,1,2,2,2,11,1,11,11,11,17,11,21,0,0,2
Vista College-Online,0,0,0,0,0,TX,1,3,2,2,12,1,95,95,95,20,51,14,0,0,8
Viterbo University,22,30,45,3,0,WI,1,2,2,2,13,2,52,62,65,20,64,158,0,0,29
Voorhees College,2,6,18,5,0,SC,1,2,1,2,32,1,32,41,41,20,41,38,1,1,25
W L Bonner College,166,182,201,56,19,SC,1,2,2,2,12,1,22,34,71,20,50,3,0,0,0
Wabash College,23,38,27,2,0,IN,1,2,2,2,32,1,72,74,75,20,75,93,0,0,0
Wade College,5,0,0,0,0,TX,1,3,2,2,11,1,22,34,71,27,41,11,0,0,2
Wagner College,36,36,30,0,0,NY,1,2,2,2,11,2,67,73,73,20,73,204,0,7,36
Wake Forest University,481,485,743,103,45,NC,1,2,2,2,12,3,85,88,89,20,89,2032,237,0,101
Walden University,0,0,0,0,0,MN,1,3,2,2,11,5,22,34,71,20,50,1161,0,0,288
Waldorf University,8,10,25,5,0,IA,1,3,2,2,33,2,46,51,51,24,52,83,0,0,30
Walla Walla Community College,0,0,0,0,0,WA,1,1,2,2,13,2,22,34,71,11,42,143,0,0,24
Walla Walla University,32,25,24,7,0,WA,1,2,2,2,23,2,31,50,58,20,59,115,0,0,27
Walnut Hill College,0,0,0,15,0,PA,1,3,2,2,11,1,22,34,71,20,75,17,0,0,2
Walsh College,14,5,0,0,0,MI,1,2,2,2,13,2,22,34,71,20,50,62,0,0,17
Walsh University,31,35,37,4,0,OH,1,2,2,2,21,2,46,60,60,20,60,152,0,0,26
Warner Pacific University,4,11,7,2,0,OR,1,2,2,2,11,1,28,35,38,16,38,24,0,0,9
Warner Pacific University Professional and Graduate Studies,166,182,201,56,19,OR,1,2,2,2,11,1,12,12,12,20,25,0,0,0,0
Warner University,6,13,12,3,0,FL,1,2,2,2,41,1,35,43,43,20,49,58,0,0,6
Warren Wilson College,0,0,0,0,0,NC,1,2,2,2,21,1,34,40,42,20,42,67,0,0,2
Wartburg College,27,31,16,0,6,IA,1,2,2,2,32,2,64,68,68,20,68,103,0,0,0
Wartburg Theological Seminary,6,3,3,0,0,IA,1,2,2,2,13,1,22,34,71,20,50,17,0,0,2
Washburn University,70,45,66,0,85,KS,1,1,2,2,12,3,22,36,42,19,51,331,0,0,32
Washington & Jefferson College,42,34,29,7,0,PA,1,2,2,2,21,2,63,63,65,10,65,125,0,0,13
Washington Adventist University,11,12,9,0,0,MD,1,2,2,2,21,1,20,33,41,20,42,78,0,0,7
Washington and Lee University,115,59,66,9,2,VA,1,2,2,2,32,2,91,93,93,20,93,281,0,0,2
Washington College,13,46,35,10,0,MD,1,2,2,2,32,2,69,71,72,8,72,114,0,0,33
Washington State University,337,299,202,27,42,WA,1,1,2,2,32,5,37,54,59,20,59,1499,299,85,249
Washington University in St Louis,704,315,354,129,212,MO,1,2,2,2,21,4,88,93,94,20,94,1871,1022,1430,128
Watkins College of Art Design & Film,166,182,201,56,19,TN,1,2,2,2,11,-2,22,34,71,20,50,-149,-5,74,60
Wayland Baptist University,64,29,27,5,2,TX,1,2,2,2,33,2,8,15,18,20,25,207,0,0,2
Wayne State College,51,31,28,12,2,NE,1,1,2,2,32,2,32,50,53,34,53,155,0,0,40
Wayne State University,461,463,390,29,184,MI,1,1,2,2,11,5,24,44,52,30,52,1791,740,0,247
Waynesburg University,21,16,23,21,0,PA,1,2,2,2,32,2,57,64,65,27,65,127,0,0,19
Weatherford College,0,0,0,133,0,TX,1,1,2,2,31,3,22,34,71,20,20,202,0,0,10
Webb Institute,5,1,3,0,0,NY,1,2,2,2,21,1,75,83,83,17,83,11,0,0,1
Webber International University,4,4,17,0,0,FL,1,2,2,2,31,1,31,36,36,37,40,33,0,0,0
Weber State University,111,83,244,140,3,UT,1,1,2,2,13,5,16,28,36,22,36,733,0,0,107
Webster University,72,71,41,9,1,MO,1,2,2,2,21,3,41,53,55,20,55,430,0,0,74
Western Carolina University,109,136,209,86,4,NC,1,1,2,2,32,4,43,61,64,25,64,625,0,0,56
Weill Medical College of Cornell University,273,296,1165,214,2,NY,1,2,2,2,11,2,22,34,71,20,50,2006,0,0,248
Welch College,7,2,2,7,0,TN,1,2,2,2,41,1,44,62,62,4,72,28,0,0,8
Wellesley College,99,72,40,0,71,MA,1,2,2,2,21,2,86,93,94,4,94,357,0,0,14
Wells College,13,4,12,1,1,NY,1,2,2,2,42,1,54,56,56,20,56,37,0,0,9
Wenatchee Valley College,0,0,0,0,0,WA,1,1,2,2,13,2,22,34,71,10,34,121,0,0,5
Wentworth Institute of Technology,29,61,78,1,0,MA,1,2,2,2,11,2,54,66,69,21,69,243,0,0,50
Wesley College,22,20,17,8,0,DE,1,2,2,2,13,1,23,30,32,20,32,116,0,10,5
Wesley Theological Seminary,12,6,2,0,0,DC,1,2,2,2,11,1,22,34,71,20,50,20,3,0,2
Wesleyan College,20,14,15,2,0,GA,1,2,2,2,12,1,45,51,51,20,51,60,0,0,11
Wesleyan University,106,87,73,0,0,CT,1,2,2,2,13,2,87,91,91,6,91,400,0,0,40
West Chester University of Pennsylvania,211,221,144,99,0,PA,1,1,2,2,21,4,55,73,75,17,75,775,0,0,0
West Coast Ultrasound Institute,0,0,0,0,0,CA,1,3,2,2,11,1,22,34,71,3,76,76,0,0,34
West Coast University-Center for Graduate Studies,2,8,24,0,0,CA,1,3,2,2,11,1,22,34,71,20,50,47,0,0,3
West Coast University-Dallas,0,1,1,21,0,TX,1,3,2,2,11,2,100,100,100,20,100,48,0,0,6
West Coast University-Los Angeles,0,10,12,23,0,CA,1,3,2,2,11,2,31,38,38,20,38,107,0,0,14
West Coast University-Miami,0,2,3,28,0,FL,1,3,2,2,13,2,0,0,0,20,0,65,0,0,6
West Coast University-Ontario,1,3,6,30,0,CA,1,3,2,2,12,2,73,73,73,20,73,118,0,0,11
West Coast University-Orange County,2,5,16,31,0,CA,1,3,2,2,11,2,57,57,57,20,57,134,0,0,25
West Liberty University,37,36,43,30,2,WV,1,1,2,2,41,2,37,51,53,18,53,185,0,0,10
West Los Angeles College,0,0,0,126,0,CA,1,1,2,2,21,4,22,34,71,10,22,231,0,0,13
West Texas A & M University,71,73,106,91,6,TX,1,1,2,2,31,4,27,39,44,28,44,376,0,0,10
West Virginia School of Osteopathic Medicine,15,26,19,1,0,WV,1,1,2,2,32,1,22,34,71,20,50,63,5,0,7
West Virginia State University,31,24,29,16,0,WV,1,1,1,2,22,2,18,27,30,17,30,119,0,0,1
West Virginia University,415,424,393,62,2,WV,1,1,2,2,13,5,41,57,61,25,62,1494,79,1062,45
West Virginia University at Parkersburg,17,18,19,19,0,WV,1,1,2,2,23,2,22,34,71,11,35,102,0,0,3
West Virginia University Institute of Technology,11,23,46,8,0,WV,1,1,2,2,13,2,16,25,28,41,28,100,0,0,0
West Virginia Wesleyan College,8,26,31,0,0,WV,1,2,2,2,33,2,47,55,55,20,55,81,0,0,11
Westcliff University,16,0,32,0,0,CA,1,3,2,2,11,2,22,34,71,20,50,112,3,0,78
Western Colorado University,47,16,22,0,51,CO,1,1,2,2,33,2,28,48,50,17,50,149,0,0,16
Western Connecticut State University,101,57,52,3,0,CT,1,1,2,2,13,3,28,46,51,32,51,339,0,0,31
Western Governors University,0,0,0,0,0,UT,1,2,2,2,21,5,32,41,47,1,47,3432,0,0,749
Western Illinois University,196,93,75,77,0,IL,1,1,2,2,33,3,30,43,46,35,46,461,0,0,142
Western Kentucky University,203,215,119,110,0,KY,1,1,2,2,13,4,37,52,55,24,52,747,0,0,68
Western Michigan University,303,218,175,56,0,MI,1,1,2,2,13,4,27,49,57,25,57,872,0,0,179
Western Michigan University Homer Stryker M.D. School of Medicine,25,24,75,0,0,MI,1,2,2,2,13,1,22,34,71,20,50,130,22,0,15
Western Michigan University-Thomas M. Cooley Law School,34,5,5,0,0,MI,1,2,2,2,12,1,22,34,71,20,50,74,0,3,35
Western Nevada College,32,0,0,19,0,NV,1,1,2,2,13,2,22,34,71,19,27,111,0,0,43
Western New England University,85,66,56,26,0,MA,1,2,2,2,12,2,58,63,64,17,64,266,0,0,25
Western New Mexico University,21,32,39,3,0,NM,1,1,2,2,33,2,15,22,25,20,28,143,0,0,39
Western Oregon University,86,42,89,67,4,OR,1,1,2,2,31,2,25,40,45,20,45,302,30,0,27
Western Seminary,10,3,5,1,0,OR,1,2,2,2,11,1,22,34,71,20,50,36,0,0,0
Western Technical College,0,0,0,63,0,TX,1,3,2,2,11,2,22,34,71,20,70,70,0,0,0
Western Technical College,0,0,0,26,0,TX,1,3,2,2,11,1,22,34,71,2,73,33,0,0,0
Western Theological Seminary,7,5,1,0,0,MI,1,2,2,2,13,1,22,34,71,20,50,14,0,0,7
Western University of Health Sciences,55,102,137,20,0,CA,1,2,2,2,21,2,22,34,71,20,50,336,28,0,4
Westfield State University,101,62,57,6,0,MA,1,1,2,2,21,3,53,62,63,20,63,304,0,0,60
Westminster College,14,16,15,2,0,MO,1,2,2,2,32,1,49,58,60,25,60,55,0,0,24
Westminster College,44,46,43,0,0,UT,1,2,2,2,12,2,57,66,69,11,69,246,0,0,19
Westminster College,20,26,16,0,12,PA,1,2,2,2,31,2,60,71,71,20,71,90,0,0,0
Westminster Theological Seminary,7,4,2,0,3,PA,1,2,2,2,21,1,22,34,71,20,50,20,1,0,21
Westminster Theological Seminary in California,6,2,0,0,0,CA,1,2,2,2,21,1,22,34,71,20,50,10,0,0,3
Westmont College,50,23,21,2,0,CA,1,2,2,2,22,2,71,72,72,0,72,119,0,0,33
Whatcom Community College,24,17,14,18,0,WA,1,1,2,2,13,2,22,34,71,21,42,142,0,0,18
Wheaton College,50,39,26,5,0,MA,1,2,2,2,21,2,72,78,78,16,78,140,0,0,16
Wheaton College,66,86,67,4,0,IL,1,2,2,2,21,2,79,87,88,10,88,256,0,0,25
Wheeling University,6,8,9,3,0,WV,1,2,2,2,13,1,0,3,42,16,42,47,0,2,8
Whitman College,43,58,44,9,24,WA,1,2,2,2,13,2,79,79,86,9,86,184,5,0,13
Whittier College,37,43,27,2,5,CA,1,2,2,2,21,2,59,63,63,20,63,128,0,0,54
Whitworth University,51,48,42,12,31,WA,1,2,2,2,21,2,66,75,77,18,77,222,0,0,8
Whitworth University-Adult Degree Programs,0,0,0,0,2,WA,1,2,2,2,21,1,22,34,71,20,50,6,0,0,0
Wichita State University,157,194,193,2,0,KS,1,1,2,2,11,4,25,42,48,31,48,566,0,0,116
Widener University,79,92,69,12,11,PA,1,2,2,2,21,3,53,63,65,28,65,410,0,0,66
Wilberforce University,2,10,6,2,0,OH,1,2,1,2,41,1,9,30,39,20,39,30,1,3,6
Wiley College,0,6,13,8,0,TX,1,2,1,2,32,1,18,28,28,28,31,32,0,0,10
Wilkes University,32,70,52,0,0,PA,1,2,2,2,13,2,53,62,64,27,64,257,0,0,122
Willamette University,80,54,27,12,0,OR,1,2,2,2,12,2,67,73,74,20,74,201,0,0,9
William & Mary,265,195,142,19,73,VA,1,1,2,2,23,3,85,90,91,6,91,749,40,0,157
William Carey University,25,59,103,22,0,MS,1,2,2,2,13,3,35,50,51,20,53,286,2,0,50
William James College,5,24,25,14,0,MA,1,2,2,2,13,1,22,34,71,20,50,85,5,0,0
William Jessup University,3,22,18,0,0,CA,1,2,2,2,41,2,43,52,52,20,53,102,0,0,15
William Jewell College,26,21,20,3,0,MO,1,2,2,2,21,1,62,66,67,20,67,89,0,0,9
William Paterson University of New Jersey,203,90,77,7,0,NJ,1,1,2,2,21,3,37,52,56,20,56,587,0,0,21
William Peace University,5,9,23,0,0,NC,1,2,2,2,11,1,31,36,38,44,38,58,0,0,21
William Penn University,6,7,15,17,0,IA,1,2,2,2,33,2,28,34,35,1,37,71,0,0,13
William Woods University,9,16,35,4,0,MO,1,2,2,2,32,2,45,53,53,2,52,121,0,0,2
Williams Baptist University,4,6,15,3,0,AR,1,2,2,2,42,1,29,37,37,20,38,37,0,0,0
Williams College,150,32,85,4,8,MA,1,2,2,2,31,2,89,95,96,1,96,340,0,0,48
Williamson Christian College,166,182,201,56,19,TN,1,2,2,2,13,1,0,0,0,100,0,12,0,0,1
Wilmington College,17,14,25,1,0,OH,1,2,2,2,32,2,44,51,52,20,52,72,0,0,0
Wilmington University,8,31,56,0,0,DE,1,2,2,2,21,4,13,21,23,24,21,580,0,0,75
Wilson College,12,15,15,1,7,PA,1,2,2,2,13,2,35,47,50,33,50,81,0,0,8
Winebrenner Theological Seminary,166,182,201,56,19,OH,1,2,2,2,32,1,22,34,71,20,50,6,0,0,2
Wingate University,30,81,59,15,0,NC,1,2,2,2,21,2,39,45,49,37,49,248,0,0,47
Winona State University,123,78,91,11,0,MN,1,1,2,2,32,3,41,57,59,30,61,355,0,0,86
Winston-Salem State University,47,104,61,27,10,NC,1,1,1,2,12,3,27,46,50,29,50,303,0,0,31
Winthrop University,81,79,90,34,0,SC,1,1,2,2,13,3,46,59,61,17,61,358,0,1,6
Wisconsin Lutheran College,16,17,19,3,6,WI,1,2,2,2,11,2,51,62,64,30,64,81,0,0,20
Wisconsin School of Professional Psychology,166,182,201,56,19,WI,1,2,2,2,11,1,22,34,71,20,50,5,0,0,0
Wittenberg University,38,31,30,4,0,OH,1,2,2,2,13,2,58,62,63,28,63,123,0,0,15
Wofford College,51,43,38,10,0,SC,1,2,2,2,13,2,77,80,80,17,80,150,0,0,20
Women's Institute of Torah Seminary and College,166,182,201,56,19,MD,1,2,2,2,11,1,22,34,71,20,50,13,0,0,0
Wongu University of Oriental Medicine,166,182,201,56,19,NV,1,2,2,2,12,1,22,34,71,20,50,5,0,0,1
Woodbury University,29,21,12,0,0,CA,1,2,2,2,11,2,36,52,60,20,60,108,2,0,19
Worcester Polytechnic Institute,114,83,71,139,0,MA,1,2,2,2,12,3,81,88,89,20,89,432,39,0,14
Worcester State University,78,52,62,11,0,MA,1,1,2,2,12,3,41,55,59,22,59,277,0,0,14
Wright Graduate University for the Realization of Human Potential,166,182,201,56,19,WI,1,2,2,2,41,1,22,34,71,20,50,3,0,0,0
Wright State University-Lake Campus,166,182,201,56,19,OH,1,1,2,2,41,2,21,29,31,20,37,35,1,0,2
Wright State University-Main Campus,175,190,81,33,108,OH,1,1,2,2,21,4,26,39,43,20,43,659,12,5,33
Xavier University,73,114,74,123,18,OH,1,2,2,2,11,3,61,67,69,20,69,533,0,0,70
Xavier University of Louisiana,50,74,100,7,5,LA,1,2,1,2,11,2,35,43,47,36,50,251,0,0,9
Yakima Valley College,0,0,0,134,0,WA,1,1,2,2,13,2,22,34,71,13,28,182,0,0,18
Yale University,1028,575,669,0,443,CT,1,2,2,2,12,4,84,95,96,20,96,2963,2319,434,134
Yellowstone Christian College,166,182,201,56,19,MT,1,2,2,2,41,1,22,34,71,20,50,5,0,0,4
Yeshiva Bais Aharon,166,182,201,56,19,NJ,1,2,2,2,13,1,0,11,11,89,11,5,0,0,0
Yeshiva Chemdas Hatorah,166,182,201,56,19,NJ,1,2,2,2,21,1,0,0,0,26,74,6,0,0,0
Yeshiva College of the Nations Capital,166,182,201,56,19,MD,1,2,2,2,21,1,17,33,33,67,33,7,0,0,0
Yeshiva D'monsey Rabbinical College,166,182,201,56,19,NY,1,2,2,2,21,1,0,83,83,20,100,5,0,0,0
Yeshiva Derech Chaim,0,0,0,9,0,NY,1,2,2,2,11,1,0,9,18,73,18,12,0,0,0
Yeshiva Gedola Tiferes Yaakov Yitzchok,166,182,201,56,19,NJ,1,2,2,2,21,1,22,34,71,20,50,8,0,0,0
Yeshiva Gedola Tiferes Yerachmiel,166,182,201,56,19,NJ,1,2,2,2,13,1,0,0,0,28,72,8,0,0,0
Yeshiva Gedolah Imrei Yosef D'spinka,166,182,201,56,19,NY,1,2,2,2,11,1,0,44,44,33,44,8,0,0,0
Yeshiva Gedolah Keren Hatorah,166,182,201,56,19,NJ,1,2,2,2,13,1,0,3,3,31,69,7,0,0,0
Yeshiva Gedolah Kesser Torah,166,182,201,56,19,NY,1,2,2,2,21,1,55,55,55,18,55,5,0,0,0
Yeshiva Gedolah of Cliffwood,166,182,201,56,19,NJ,1,2,2,2,21,1,7,57,64,36,64,4,0,0,0
Yeshiva Gedolah of Greater Detroit,166,182,201,56,19,MI,1,2,2,2,21,1,0,21,32,68,32,6,0,0,0
Yeshiva Gedolah of Woodlake Village,166,182,201,56,19,NJ,1,2,2,2,21,1,50,50,50,50,50,3,0,0,0
Yeshiva Gedolah Shaarei Shmuel,166,182,201,56,19,NJ,1,2,2,2,13,1,6,11,17,22,78,3,0,0,0
Yeshiva Gedolah Tiferes Boruch,166,182,201,56,19,NJ,1,2,2,2,21,1,0,5,5,95,5,4,0,0,0
Yeshiva Gedolah Zichron Leyma,166,182,201,56,19,NJ,1,2,2,2,21,1,17,17,17,83,17,4,0,0,0
Yeshiva Karlin Stolin,166,182,201,56,19,NY,1,2,2,2,11,1,0,50,50,18,50,4,0,0,0
Yeshiva Kollel Tifereth Elizer,0,0,0,9,0,NY,1,2,2,2,11,1,50,50,50,50,50,9,0,0,0
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,166,182,201,56,19,NY,1,2,2,2,11,1,17,17,17,67,17,6,0,0,0
Yeshiva of Machzikai Hadas,0,0,0,16,0,NY,1,2,2,2,11,1,0,50,50,25,50,17,0,0,0
Yeshiva of Nitra Rabbinical College,4,0,0,10,0,NY,1,2,2,2,21,1,0,10,12,46,12,16,0,0,0
Yeshiva of Ocean,166,182,201,56,19,NY,1,2,2,2,42,1,33,33,33,17,83,2,0,0,0
Yeshiva of the Telshe Alumni,166,182,201,56,19,NY,1,2,2,2,11,1,0,0,0,100,0,5,0,0,0
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,0,0,0,8,0,CA,1,2,2,2,11,1,11,15,15,67,15,10,0,0,0
Yeshiva Ohr Naftoli,166,182,201,56,19,NY,1,2,2,2,21,1,22,34,71,20,50,3,0,0,0
Yeshiva Ohr Yisrael,166,182,201,56,19,NY,1,2,2,2,11,1,33,33,33,67,33,6,0,0,0
Yeshiva Shaar Ephraim,0,0,0,13,0,NY,1,2,2,2,21,1,0,21,21,38,21,15,0,0,3
Yeshiva Shaar Hatorah,166,182,201,56,19,NY,1,2,2,2,11,1,38,38,38,20,38,7,0,0,0
Yeshiva Shaarei Torah of Rockland,0,0,0,11,0,NY,1,2,2,2,21,1,22,34,71,20,50,12,0,0,0
Yeshiva Sholom Shachna,166,182,201,56,19,NY,1,2,2,2,11,1,3,3,3,97,3,6,0,0,0
Yeshiva Toras Chaim,0,0,0,7,0,NJ,1,2,2,2,21,1,0,21,21,77,21,11,0,0,0
Yeshiva University,96,64,43,153,0,NY,1,2,2,2,11,3,68,75,77,14,77,485,0,0,190
Yeshiva Yesoda Hatorah Vetz Chaim,0,0,0,19,0,NY,1,2,2,2,11,1,22,34,71,20,50,19,0,0,0
Yeshiva Yesodei Hatorah,0,0,0,8,0,NJ,1,2,2,2,21,1,32,32,32,68,32,9,0,0,0
Yeshiva Zichron Aryeh,166,182,201,56,19,NY,1,2,2,2,11,1,33,33,33,33,33,8,0,0,0
Yeshivah Gedolah Rabbinical College,166,182,201,56,19,FL,1,2,2,2,13,1,5,11,11,63,11,5,0,0,0
